Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Informed Consent Form for Study About People's Opinions of Controversial Behaviors  

Key Information


This research is a survey of public opinion about people's opinion concerning controversial behaviors in US society. You will be asked a series of questions about this issue.  The survey should take around 6 minutes to complete. After completing the survey, you will be paid [$0.8 USD] for your participation.
We do not ask for your name or any other information that might identify you. De-identified information may be made public or used for future research purposes.
Your participation is voluntary. You may withdraw at any time and you may choose not to answer any question but you must proceed to the final screen of the study in order to receive your completion code which you must submit in order to be paid.
Please note that this survey will contain a mention of a man raping a woman, which may provoke emotional discomfort and may pose a potential risk to you. The survey will collect information and store it a password protected drive and a password protected cloud drive for six months for research purposes and will only be accessible to the Principal Investigator.
In accordance with Mechanical Turk/Connect policies, we may reject your work if the HIT was not correctly completed or the instructions were not followed. 

If you have any questions about this research study please contact me at j.thomas@cuhk.edu.hk. If you have questions about your rights as a research subject, contact the CUHK’s Secretary of the Survey and Behavioural Research Ethics Committee (c/o Faculty Office of Social Science) at fssc02@cuhk.edu.hk
I hereby give my consent to be the subject of the research (agree constituting a signature, disagree a decline to sign).",uscitizen,"Are you a US citizen? - Yes, I am a 1.5 generation immigrant (came to US in before 13 years old) (enter country) - Text","Are you a US citizen? - No, but I am a 1.5 generation immigrant (came to US in before 13 years old) (enter country) - Text","Are you a US citizen? - Yes, I am a first-generation immigrant, born outside the US (enter country) - Text","Are you a US citizen? - No, but I am a first-generation immigrant, born outside the US (enter country) - Text","Are you a US citizen? - No, and I do not consider myself an immigrant, but a citizen of another country (enter country) - Text",sex,What is your sex? - Intersex/Non-binary/self-describe - Text,hispanic,"Are you of Hispanic, Latino, or Spanish origin? - Yes, other - Text",race,"What is your race or races? - American Indian or Alaska Native, print name of enrolled or principal tribe(s), for example, Navajo Nation, Blackfeet Tribe, Mayan, Aztec, Native Village of Barrow Inupiat Traditional Government, Nome Eskimo Community: - Text",What is your race or races? - Other Asian (type): - Text,What is your race or races? - Other Pacific Islander—type: - Text,What is your race or races? - Some other Race--type: - Text,town_state,region,urbanicity,age,religpref,What.is.your.religious.preference....Other..please.type....Text,educ,What.is.the.highest.degree.or.level.of.formal.schooling.you.have.completed....Grade.1.through.11..Specify...Text,employed,income,relationstatus,numchild,agechild,polparty,polideology,mediaideology,auth1,auth2,auth3,auth4,auth5,auth6,auth7,auth8,blacksmustworkup,slaveryhurtblacks,blacksgetlessdeserve,blackstryharder,feelinglatino,feelingnonlatino,religionpractice,religionimportant,natimport,trustforeigner,genderchild,genderhome,genderfamily,genderjob,abtimes,abfamily,abinformation,abconcern,abfirm,abdiscuss,abweb,pabdefect,pabhealth,pabafford,ablegal,court,On what planet do you live?,absingle1,abhusband1,abdefect1,abhealth1,ablife1,absupport1,abtri1,absingle2,abhusband2,abdefect2,abhealth2,ablife2,absupport2,abtri2,absingle3,abhusband3,abdefect3,abhealth3,ablife3,absupport3,abtri3,absingle4,abhusband4,abdefect4,abhealth4,ablife4,absupport4,abtri4,Do.you.have.anything.else.you.want.to.say.about.this.survey.,participantid,IncreaseCrime,OpenToIdeas,OvercamePrejudice,EnglishThreatened,EqualRights,workerId,assignmentId,projectId,wmww,wmbw,bmww,bmbw
2/28/23 13:04,2/28/23 13:07,IP Address,96.234.58.148,100,189,TRUE,2/28/23 13:07,R_3erE4QMajs5VD1S,,,,,40.7938,-74.4878,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Morris plains, New Jersey",,,23,Jewish,,"Bachelor’s degree (for example: BA, BS)",,yes,"$75,001-100,000",not married but in a non-cohabitating relationship,0,,Republican,5,3,respectful of their elders,obedient,well-behaved,good mannered,polite,imaginative,loyal,disciplined,neither agree nor disagree,neither agree nor disagree,strongly disagree,disagree,99,99,more once per year but less than once per month,3,very important,trust somewhat,agree,strongly agree,disagree,strongly disagree,,0,all the information I need,somewhat concerned,very unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,none thank you,691FD528B9184DDDB08DCB0ADE480B2E,,,,,,,abcb35f5-e084-4265-8127-6376b8ca003c,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,1,0,0,0
2/28/23 13:03,2/28/23 13:07,IP Address,108.84.189.89,100,297,TRUE,2/28/23 13:07,R_3MbuoaJEtEKvP6u,,,,,34.0757,-118.3161,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Los Angeles, CA",,,48,None,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$50,001-75,000",single/never married,0,,Democrat,3,2,independent,self-reliant,considerate,curious,polite,imaginative,loyal,adaptable,strongly agree,disagree,strongly disagree,strongly agree,20,90,never,1,somewhat important,trust somewhat,disagree,disagree,disagree,disagree,0,0,all the information I need,somewhat concerned,somewhat unlikely to change,sometimes,yes,no,yes,no,legal under certain circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,Nothing at this time. ,66BB87A56706443A931EF99410CC79E5,,,,,,,3e8026d4-390d-4978-9af1-1e07a3117702,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,1,0,0,0
2/28/23 13:03,2/28/23 13:08,IP Address,76.246.238.249,100,285,TRUE,2/28/23 13:08,R_2dLqo0zJTHw6YCt,,,,,34.0447,-118.2946,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Female,,"Yes, Mexican, Mexican American, Chicano",,White,,,,,los angeles,,,55,Catholic,,"Associate’s degree (for example: AA, AS)",,no,"$0-25,000",single/never married,0,,Independent,4,6,respectful of their elders,obedient,well-behaved,good mannered,polite,orderly,loyal,disciplined,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,99,50,once per year,2,somewhat important,trust somewhat,agree,disagree,agree,agree,2,4,all the information I need,very concerned,very unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,no,BE68BDCD691546B983B450E6473D4DA6,,,,,,,c7955003-73fc-4b41-b822-4248359cfe63,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,1,0
2/28/23 13:03,2/28/23 13:08,IP Address,184.56.156.216,100,293,TRUE,2/28/23 13:08,R_3lK6g1lB2k2qLz4,,,,,41.4481,-82.0177,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,cleveland,,,40,Catholic,,"Bachelor’s degree (for example: BA, BS)",,no,"$0-25,000",married/civil union,1,2,Democrat,2,3,respectful of their elders,self-reliant,well-behaved,good mannered,polite,orderly,open-minded,disciplined,neither agree nor disagree,agree,agree,disagree,72,72,once per year,1,somewhat important,trust somewhat,disagree,disagree,disagree,disagree,0,1,some of the information I need,very concerned,very unlikely to change,sometimes,no,yes,yes,yes,legal under any circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,AFFA2685FB434E6D947A98DFF70EF73A,,,,,,,be94e165-4178-4f0b-aed6-832a65221835,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,1,0,0,0
2/28/23 13:02,2/28/23 13:08,IP Address,102.89.47.186,100,354,TRUE,2/28/23 13:08,R_3CCy6tPV1UtPR84,,,,,6.4474,3.3903,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Charleston, South Carolina  ",,,47,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$100,001-125,000",married/civil union,0,,Republican,4,4,independent,obedient,considerate,curious,free-spirited,orderly,open-minded,adaptable,neither agree nor disagree,neither agree nor disagree,agree,agree,35,50,more once per year but less than once per month,1,very important,trust somewhat,disagree,agree,disagree,strongly disagree,,0,most of the information I need,not very concerned,somewhat unlikely to change,sometimes,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,no,FA34D31F489743528AED48341E4D1FE0,,,,,,,b8a6eccc-822a-46bb-a534-177446a63244,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
2/28/23 13:03,2/28/23 13:08,IP Address,98.10.119.144,100,267,TRUE,2/28/23 13:08,R_pfPQVMEcAGe9NCN,,,,,43.0747,-77.5181,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Fairport, NY",,,47,Protestant,,"Doctorate degree (for example PhD, EdD)",,yes,"$50,001-75,000",married/civil union,2,14,Democrat,3,2,respectful of their elders,self-reliant,well-behaved,good mannered,polite,orderly,loyal,disciplined,disagree,agree,agree,disagree,65,75,never,2,somewhat important,trust somewhat,disagree,agree,disagree,disagree,0,0,most of the information I need,very concerned,somewhat unlikely to change,sometimes,yes,yes,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,,,,,,,,no,4DEC50B4DDD841F79C02A8F19AA7E999,,,,,,,e3c49aa8-2204-49b5-977b-9006b1fdc30b,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,1,0
2/28/23 13:01,2/28/23 13:08,IP Address,24.228.130.169,100,395,TRUE,2/28/23 13:08,R_2U41uJvkshgElCQ,,,,,41.0631,-74.1437,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Korean,,,,,"Ramsey, New Jersey",,,23,None,,"1 or more years of college credit, no degree,",,yes,"$25,001-50,000",single/never married,0,,Independent,4,2,respectful of their elders,self-reliant,considerate,curious,polite,imaginative,loyal,adaptable,agree,disagree,disagree,neither agree nor disagree,90,90,never,1,not so important,trust somewhat,disagree,disagree,disagree,agree,,0,some of the information I need,somewhat concerned,somewhat unlikely to change,almost never,yes,yes,yes,yes,legal under certain circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,B6EECE178DC340329DBD265C217513B4,,,,,,,7ef74cc2-6f9e-4ff0-95d8-6b18be578c90,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,1,0,0,0
2/28/23 13:02,2/28/23 13:08,IP Address,162.83.165.15,100,370,TRUE,2/28/23 13:08,R_bp9wl5Mwoynql3j,,,,,40.6221,-73.981,anonymous,EN,Agree,"Yes, I am a second-generation immigrant (parents born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Korean,,,,,Brooklyn,,,31,None,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$125,001-150,000",married/civil union,0,,Democrat,2,2,independent,obedient,considerate,good mannered,polite,imaginative,open-minded,disciplined,disagree,strongly agree,strongly agree,disagree,60,75,never,1,not so important,trust somewhat,disagree,disagree,disagree,disagree,,2,most of the information I need,somewhat concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,08B550F7A9804A5E86AB5236758A323C,,,,,,,5bcbcabb-bc2e-487d-8b13-3d0027136a1c,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
2/28/23 13:01,2/28/23 13:08,IP Address,63.92.68.1,100,422,TRUE,2/28/23 13:08,R_27gtrKoieVYrEyn,,,,,40.738,-73.9858,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,,,,52,Catholic,,"Bachelor’s degree (for example: BA, BS)",,yes,"$0-25,000",married/civil union,2,11,Democrat,7 (extremely conservative),6,independent,self-reliant,well-behaved,good mannered,polite,imaginative,open-minded,adaptable,neither agree nor disagree,agree,agree,agree,65,64,more than once per month but less than once per week,2,very important,trust somewhat,disagree,strongly disagree,disagree,strongly disagree,,3,most of the information I need,somewhat concerned,somewhat likely to change,sometimes,yes,no,no,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,yes,no,,B5FB3C78DA18445992B991AECD386D27,,,,,,,1c374369-20b0-4219-bbea-1a32b1d7a21e,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:04,2/28/23 13:08,IP Address,71.113.184.99,100,221,TRUE,2/28/23 13:08,R_vVRaDQH6X4026Ot,,,,,40.1788,-77.0047,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,"White,Other Asian (type):",,arab,,,"Mechanicsburg, PA",,,55,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$0-25,000",not married but in a cohabitating relationship,0,,A Third Party,1 (extremely liberal),4,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,50,43,never,1,not important at all,distrust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,0,2,all the information I need,somewhat concerned,very unlikely to change,almost never,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,no,A70D634B746143A6A85C9439962184D4,,,,,,,1a27bbe8-9298-4399-b63b-4c5b0be86fc0,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,1,0
2/28/23 13:04,2/28/23 13:08,IP Address,98.46.109.236,100,264,TRUE,2/28/23 13:08,R_3MiN9Dsp59ZSQEZ,,,,,41.8183,-87.6095,anonymous,EN,Agree,Yes and I consider myself indigenous to the territory of the US.,,,,,,Female,,"Yes, Mexican, Mexican American, Chicano",,White,,,,,"Chicago, Illinois",,,26,Catholic,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,no,"$0-25,000",not married but in a non-cohabitating relationship,0,,Democrat,3,5,respectful of their elders,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,disagree,strongly agree,agree,strongly disagree,80,80,once per year,3,not important at all,trust completely,disagree,agree,strongly disagree,agree,0,2,some of the information I need,not very concerned,somewhat unlikely to change,almost never,no,yes,yes,yes,legal under certain circumstances,yes,Earth,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,8AD75A0E739F472780FCF6D389C4D333,,,,,,,f9870aff-88a2-4552-acc3-23feafae297b,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,1,0,0,0
2/28/23 13:01,2/28/23 13:08,IP Address,24.128.58.4,100,418,TRUE,2/28/23 13:08,R_CdHKzUEZYhhcf97,,,,,39.9241,-105.0639,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Broomfield, CO",,,41,Buddhism,,"Bachelor’s degree (for example: BA, BS)",,yes,"$25,001-50,000",married/civil union,1,11,Democrat,2,2,independent,self-reliant,considerate,curious,polite,imaginative,open-minded,adaptable,disagree,agree,agree,disagree,80,80,more once per year but less than once per month,2,somewhat important,trust somewhat,disagree,disagree,agree,disagree,0,2,most of the information I need,very concerned,very unlikely to change,almost never,yes,yes,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,3249DDBBC9CF4FB09B77F7698DC71011,,,,,,,d92648dc-790d-4a45-a502-cc439cff88e3,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
2/28/23 13:03,2/28/23 13:08,IP Address,73.246.53.15,100,325,TRUE,2/28/23 13:08,R_11d3TMaSzO1ftA8,,,,,42.1112,-88.0439,anonymous,EN,Agree,"Yes, I am a first-generation immigrant, born outside the US (enter country)",,,India,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Asian Indian,,,,,Chicago,,,34,Other (please type),I do not want to disclose,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$50,001-75,000",single/never married,0,,Democrat,2,2,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,agree,strongly agree,agree,disagree,90,90,never,1,not important at all,trust somewhat,agree,strongly disagree,strongly disagree,strongly disagree,,0,some of the information I need,somewhat concerned,somewhat unlikely to change,sometimes,yes,yes,,,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,yes,yes,No,87E19F0A0B31461484704A06DB9A84C3,,,,,,,9c147ebb-8ce2-43c2-95c1-7e9dfebc6b68,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:01,2/28/23 13:08,IP Address,98.176.243.192,100,415,TRUE,2/28/23 13:08,R_3JDIMwoUPgUnJwL,,,,,33.1661,-117.0932,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Escondido, CA",,,51,Protestant,,"Bachelor’s degree (for example: BA, BS)",,yes,"$50,001-75,000",single/never married,0,,Democrat,3,4,independent,self-reliant,considerate,curious,polite,imaginative,open-minded,adaptable,disagree,agree,agree,disagree,70,70,once per year,2,somewhat important,trust somewhat,strongly disagree,disagree,disagree,disagree,0,0,most of the information I need,somewhat concerned,somewhat unlikely to change,almost never,no,no,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,Some questions would depend on the circumstances. Like for birth defects it would depend on how severe.,42E11D90D1474FD69C5FC6536F3C23C7,,,,,,,bd76651f-defb-48b3-89bd-9427705bc4ce,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:03,2/28/23 13:08,IP Address,71.112.191.164,100,297,TRUE,2/28/23 13:08,R_3ISLGMi5ppdTUW3,,,,,40.4339,-79.9996,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Pittsburgh, PA",,,39,None,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$50,001-75,000",married/civil union,0,,Democrat,1 (extremely liberal),3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,99,99,never,1,somewhat important,trust completely,strongly disagree,disagree,strongly disagree,strongly disagree,0,2,all the information I need,very concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,I support abortions under all circumstances.,416787798EAD43EB83E7872414895840,,,,,,,42ccda5f-81b1-4ff8-9f93-452a5dbfe2ee,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:03,2/28/23 13:08,IP Address,172.56.72.197,100,335,TRUE,2/28/23 13:08,R_3NX6KBJOnhqd5oR,,,,,28.4883,-81.4061,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,oviedo,,,53,Protestant,,"Associate’s degree (for example: AA, AS)",,yes,"$50,001-75,000",married/civil union,2,16,Republican,5,5,respectful of their elders,self-reliant,considerate,good mannered,polite,imaginative,loyal,disciplined,agree,agree,disagree,neither agree nor disagree,90,90,once per year,3,very important,trust completely,disagree,agree,disagree,disagree,,0,some of the information I need,somewhat concerned,somewhat unlikely to change,sometimes,no,no,no,no,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,214A507E398F49319E6121C5C670EC4F,,,,,,,652cd027-8704-4be5-8577-6d995277c7fe,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:03,2/28/23 13:08,IP Address,68.2.164.161,100,342,TRUE,2/28/23 13:08,R_cGa887gKCNGCx4R,,,,,32.2503,-110.945,anonymous,EN,Agree,"No, but I am a 1.5 generation immigrant (came to US in before 13 years old) (enter country)",,South Korea,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,Korean,,,,,"Tucson, Arizona",,,34,Protestant,,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",,yes,"$25,001-50,000",single/never married,0,,no party,4,5,respectful of their elders,self-reliant,well-behaved,curious,free-spirited,imaginative,loyal,adaptable,strongly disagree,neither agree nor disagree,disagree,neither agree nor disagree,50,50,once per year,1,very important,trust somewhat,strongly agree,disagree,disagree,disagree,,0,very little information I need,somewhat concerned,very unlikely to change,almost never,no,yes,yes,no,legal under certain circumstances,no,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,3D27C171F0C048ED90119E7232D44BA8,,,,,,,99cf3379-af90-42c3-9d11-b01c38ad5e9b,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
2/28/23 13:02,2/28/23 13:08,IP Address,162.201.83.5,100,384,TRUE,2/28/23 13:08,R_2tLRFWdKj5tyC3G,,,,,36.3373,-94.0999,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Male,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Rogers Arkansas,,,34,Catholic,,"Associate’s degree (for example: AA, AS)",,yes,"$100,001-125,000",not married but in a cohabitating relationship,1,4,no party,4,5,independent,obedient,considerate,good mannered,free-spirited,imaginative,loyal,adaptable,neither agree nor disagree,neither agree nor disagree,agree,disagree,57,60,once per month,3,somewhat important,distrust somewhat,disagree,agree,disagree,disagree,,0,all the information I need,not concerned at all,somewhat unlikely to change,almost never,no,no,no,no,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,no,yes,no,no,yes,no,yes,,09CBD050AA094F48B82D0A42F1A11347,,,,,,,04268e91-7a41-413c-8dfe-c46c9a793efd,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:03,2/28/23 13:09,IP Address,152.97.218.57,100,317,TRUE,2/28/23 13:09,R_R4Xj16fGdNaPnFf,,,,,35.7649,-85.6813,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,Rock Island TN,,,40,Protestant,,"GED or alternative credential,",,yes,"$25,001-50,000",married/civil union,0,,Democrat,1 (extremely liberal),1 (extremely liberal),independent,self-reliant,considerate,curious,polite,imaginative,open-minded,adaptable,strongly disagree,strongly agree,strongly agree,strongly disagree,50,50,once per year,1,not important at all,trust somewhat,strongly disagree,agree,strongly disagree,strongly disagree,0,0,all the information I need,somewhat concerned,very unlikely to change,sometimes,yes,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,no,,,,,,,,Thanks,1847E1AD83354E369D8D1532F7D1EE3E,,,,,,,95c63951-d55e-401f-abc6-71e7878a168f,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,1,0
2/28/23 13:04,2/28/23 13:09,IP Address,76.249.142.169,100,279,TRUE,2/28/23 13:09,R_1HbCNsGdClpe8gD,,,,,32.7203,-117.1552,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"San Diego, California",,,25,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$50,001-75,000",single/never married,0,,Democrat,2,3,independent,self-reliant,considerate,curious,free-spirited,imaginative,open-minded,adaptable,disagree,agree,agree,strongly disagree,85,60,never,1,not so important,trust somewhat,strongly disagree,strongly disagree,strongly disagree,strongly disagree,0,0,all the information I need,very concerned,very unlikely to change,sometimes,no,yes,yes,yes,legal under any circumstances,yes,Earth,,,,,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,no,582D01728CF54EA3A2BE418CE638BDE2,,,,,,,da5ef715-06fc-4525-aecb-78bf6112fd31,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
2/28/23 13:00,2/28/23 13:09,IP Address,68.112.29.238,100,502,TRUE,2/28/23 13:09,R_3MswdHDyIwwOvf0,,,,,34.8627,-82.3186,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Easley, SC",,,63,Christian,,Regular high school diploma,,yes,"$0-25,000",widowed,2,32,Republican,7 (extremely conservative),7 (extremely conservative),respectful of their elders,obedient,well-behaved,good mannered,polite,orderly,loyal,disciplined,strongly agree,agree,agree,strongly agree,75,85,never,5,very important,trust somewhat,strongly agree,strongly agree,strongly agree,agree,0,0,all the information I need,not concerned at all,very unlikely to change,almost never,yes,no,no,no,legal under certain circumstances,yes,Earth,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,33EA8481033D40D085A8FA4AF8B0ED69,,,,,,,33d7931f-bfac-4162-8da4-a414fdb31f8d,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,0,,1
2/28/23 13:05,2/28/23 13:09,IP Address,96.230.208.102,100,210,TRUE,2/28/23 13:09,R_3HIlVKPU14V8qIj,,,,,42.1476,-71.5319,anonymous,EN,Agree,"Yes, I am a third/fourth/fifth-generation or high generation immigrant (grandparents or earlier ancestors born outside the US)",,,,,,Female,,"no, not of Hispanic, Latino or Spanish origin.",,White,,,,,"Mendon, MA",,,34,None,,"Bachelor’s degree (for example: BA, BS)",,yes,"$100,001-125,000",married/civil union,1,2,Democrat,1 (extremely liberal),1 (extremely liberal),independent,self-reliant,considerate,good mannered,polite,orderly,open-minded,adaptable,strongly disagree,strongly agree,agree,strongly disagree,99,99,never,1,somewhat important,trust completely,strongly disagree,disagree,strongly disagree,strongly disagree,0,0,all the information I need,very concerned,very unlikely to change,sometimes,no,no,yes,no,legal under certain circumstances,yes,Earth,,,,,,,,yes,no,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,0746C68B3C764E99ACFEDCA73D360510,,,,,,,730d0abe-0beb-4cc4-a790-26bee7f487ae,d97b1540-a79e-44ba-8e2b-7d1a12b60efa,0,1,0,0
